Year,LocationAbbr,LocationDesc,Indicator,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Number,WeightedNumber,Low_Confidence_Limit,High_Confidence_Limit,StratificationCategory1,Stratification1
2016,HHS7,HHS Region 7,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,6.7,2704,722339,6.1,7.2,Overall,Overall
2016,ID,Idaho,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,21.1,1371,264474,19.6,22.8,Overall,Overall
2016,HHS3,HHS Region 3,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,11.7,8146,3068894,11.2,12.2,Overall,Overall
2016,HHS9,HHS Region 9,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,4.9,2790,1953125,4.6,5.3,Overall,Overall
2016,HHS3,HHS Region 3,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,5.9,3484,1440983,5.5,6.3,Overall,Overall
2016,HHS7,HHS Region 7,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.1,1454,346575,2.8,3.4,Overall,Overall
2016,HHS6,HHS Region 6,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,5.7,2275,1754943,5.1,6.3,Overall,Overall
2016,HHS5,HHS Region 5,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.1,4790,2261976,4.9,5.4,Overall,Overall
2016,HHS8,HHS Region 8,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.1,1769,272275,2.9,3.4,Overall,Overall
2016,ID,Idaho,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,2.7,199,34368,2.2,3.3,Overall,Overall
2016,HHS4,HHS Region 4,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,13,11578,6396304,12.6,13.4,Overall,Overall
2016,HHS8,HHS Region 8,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,8.9,6351,794006,8.6,9.3,Overall,Overall
2016,HHS6,HHS Region 6,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,13.9,7508,4370244,13.2,14.6,Overall,Overall
2016,HHS5,HHS Region 5,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,6,4161,2467994,5.7,6.3,Overall,Overall
2016,HHS8,HHS Region 8,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.4,3884,482351,5.2,5.7,Overall,Overall
2016,HHS9,HHS Region 9,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.3,1320,1289359,3,3.7,Overall,Overall
2016,HHS4,HHS Region 4,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,4.2,4878,2237826,4,4.5,Overall,Overall
2016,ID,Idaho,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,9.8,791,129345,8.9,10.9,Overall,Overall
2016,HHS7,HHS Region 7,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,75.9,28984,7769232,75.1,76.8,Overall,Overall
2016,LA,Louisiana,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,8.4,555,302474,7.4,9.6,Overall,Overall
2016,MD,Maryland,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,3.7,1117,185253,3.4,4.2,Overall,Overall
2016,IA,Iowa,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,21.3,1878,531559,20,22.5,Overall,Overall
2016,LA,Louisiana,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,4.7,324,172606,4,5.6,Overall,Overall
2016,ME,Maine,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,23.1,2541,259082,21.7,24.6,Overall,Overall
2016,IA,Iowa,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.7,596,152844,5.1,6.3,Overall,Overall
2016,LA,Louisiana,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,17.6,1244,643247,16,19.3,Overall,Overall
2016,IN,Indiana,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.8,528,200453,3.3,4.3,Overall,Overall
2016,IL,Illinois,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.1,198,328365,2.6,3.8,Overall,Overall
2016,KY,Kentucky,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,33.2,3950,1176897,31.9,34.6,Overall,Overall
2016,KS,Kansas,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,77.5,8367,1590676,76.5,78.4,Overall,Overall
2016,IA,Iowa,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,2.4,241,60204,1.9,2.9,Overall,Overall
2016,MD,Maryland,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,79.2,13034,3509576,78.3,80.2,Overall,Overall
2016,ME,Maine,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,2.9,322,32902,2.4,3.5,Overall,Overall
2016,KY,Kentucky,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,4.9,575,178297,4.3,5.7,Overall,Overall
2016,ME,Maine,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,76.9,7224,790533,75.4,78.3,Overall,Overall
2016,LA,Louisiana,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,69.6,3162,2361587,67.4,71.6,Overall,Overall
2016,MD,Maryland,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,20.8,4587,967871,19.8,21.7,Overall,Overall
2016,ME,Maine,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,10.2,1358,126056,9.4,11.2,Overall,Overall
2016,LA,Louisiana,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,5.6,348,200841,4.7,6.7,Overall,Overall
2016,KY,Kentucky,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,6.4,769,227797,5.7,7.1,Overall,Overall
2016,KY,Kentucky,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,14.8,1471,498920,13.8,15.9,Overall,Overall
2016,IN,Indiana,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,4.6,786,253704,4.2,5.1,Overall,Overall
2016,KS,Kansas,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,10.6,1824,242329,10,11.2,Overall,Overall
2016,KS,Kansas,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,8.4,960,176297,7.7,9.1,Overall,Overall
2016,IL,Illinois,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,80,3481,7557255,78.6,81.3,Overall,Overall
2016,ME,Maine,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.2,734,67021,4.6,5.9,Overall,Overall
2016,IL,Illinois,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.4,206,347484,2.9,4,Overall,Overall
2016,IA,Iowa,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,4.9,417,118527,4.2,5.6,Overall,Overall
2016,IN,Indiana,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,6.4,864,327997,5.8,7.1,Overall,Overall
2016,IA,Iowa,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,9.4,598,220490,8.4,10.5,Overall,Overall
2016,MD,Maryland,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,2.4,637,115513,2.1,2.7,Overall,Overall
2016,IL,Illinois,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,7.8,347,751868,6.8,8.9,Overall,Overall
2016,ME,Maine,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,7.4,661,75439,6.4,8.4,Overall,Overall
2016,KS,Kansas,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,22.5,3172,491285,21.6,23.5,Overall,Overall
2016,IN,Indiana,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,23.7,3151,1219518,22.5,24.9,Overall,Overall
2016,MD,Maryland,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,9,1452,397604,8.2,9.7,Overall,Overall
2016,IA,Iowa,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,10.2,1079,268144,9.4,11,Overall,Overall
2016,KY,Kentucky,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,18.5,2469,684859,17.5,19.6,Overall,Overall
2016,KY,Kentucky,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,66.8,6065,2173212,65.4,68.1,Overall,Overall
2016,MD,Maryland,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,10.4,2830,513677,9.8,11.1,Overall,Overall
2016,IL,Illinois,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,11.2,692,1169447,10.2,12.3,Overall,Overall
2016,KY,Kentucky,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,9.7,1092,337977,8.9,10.7,Overall,Overall
2016,KS,Kansas,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,2.6,387,57491,2.3,2.9,Overall,Overall
2016,IL,Illinois,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,3.4,247,367788,3,4,Overall,Overall
2016,MD,Maryland,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3,674,141027,2.6,3.4,Overall,Overall
2016,KS,Kansas,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,5.3,706,114021,4.8,5.9,Overall,Overall
2016,LA,Louisiana,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,30.4,1871,1081030,28.4,32.6,Overall,Overall
2016,IL,Illinois,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,5.5,324,555343,4.8,6.3,Overall,Overall
2016,IN,Indiana,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3,422,157161,2.6,3.4,Overall,Overall
2016,IN,Indiana,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,76.3,7529,3682315,75.1,77.5,Overall,Overall
2016,MD,Maryland,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,5.5,1209,257789,5,6.1,Overall,Overall
2016,IN,Indiana,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,12,1943,648933,11.3,12.8,Overall,Overall
2016,LA,Louisiana,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,15.5,714,536342,13.8,17.4,Overall,Overall
2016,ME,Maine,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,11,879,109080,9.8,12.3,Overall,Overall
2016,LA,Louisiana,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5,395,186397,4.3,5.7,Overall,Overall
2016,IA,Iowa,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3,253,74118,2.5,3.5,Overall,Overall
2016,IN,Indiana,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,10.1,986,498448,9.2,11,Overall,Overall
2016,KY,Kentucky,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,9.5,1173,352389,8.7,10.3,Overall,Overall
2016,IA,Iowa,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,78.7,5136,1812761,77.5,80,Overall,Overall
2016,ME,Maine,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,2.3,292,27150,1.9,2.8,Overall,Overall
2016,KS,Kansas,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.6,442,78698,3.2,4.1,Overall,Overall
2016,KS,Kansas,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,6.5,1024,148822,6,7,Overall,Overall
2016,IL,Illinois,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,20,1139,2025310,18.7,21.4,Overall,Overall
2016,NV,Nevada,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,13.1,703,312473,11.8,14.5,Overall,Overall
2016,MA,Massachusetts,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,5.9,568,316508,5.2,6.7,Overall,Overall
2016,NE,Nebraska,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,20.8,3868,309584,19.8,21.9,Overall,Overall
